doc_id,error_type,gold_label,pred_label,gold_start,gold_end,pred_start,pred_end,overlap_chars,gold_text,pred_text,context,manual_category,note
article_01,overlapping_different_label,assumption,anecdote,544,633,543,633,89,"He also is planning to go forward with a big rally in Washington, D.C., on Thursday night","He also is planning to go forward with a big rally in Washington, D.C., on Thursday night","the race for the Democratic nomination until next Tuesday's District of Columbia primary and said he wants to see whether the final vote count in California shows a tighter result. He also is planning to go forward with a big rally in Washington, D.C., on Thursday night. After spending an hour meeting with Obama in the Oval Office, Sanders acknowledged that he would work with Clinton, who is now the presumptive Democratic nominee, to defeat Trum",,
article_01,unmatched_gold_span,testimony,,456,542,,,0,said he wants to see whether the final vote count in California shows a tighter result,,"y to go yet. Story Continued Below The Vermont senator declared that he will stay in the race for the Democratic nomination until next Tuesday's District of Columbia primary and said he wants to see whether the final vote count in California shows a tighter result. He also is planning to go forward with a big rally in Washington, D.C., on Thursday night. After spending an hour meeting with Obama in the Oval Office, Sanders acknowledged tha",,
article_01,unmatched_gold_span,testimony,,636,750,,,0,"After spending an hour meeting with Obama in the Oval Office, Sanders acknowledged that he would work with Clinton",,"said he wants to see whether the final vote count in California shows a tighter result. He also is planning to go forward with a big rally in Washington, D.C., on Thursday night. After spending an hour meeting with Obama in the Oval Office, Sanders acknowledged that he would work with Clinton, who is now the presumptive Democratic nominee, to defeat Trump in the general election. Delivering remarks prepared before his sit-down with the president, Sanders ticked through",,
article_01,unmatched_prediction,,assumption,,,2596,2838,0,,"For months, Sanders has pointed to his superior performance against Trump in hypothetical general-election matchup polls, expressing a belief that if he were to overcome Clinton's superdelegate advantage, he would be the safer bet in November","le of next month. ""July 15 is when we certify all the vote. All the counties have until July 8 to send us their official votes,"" a spokesman from Padilla's office told POLITICO. For months, Sanders has pointed to his superior performance against Trump in hypothetical general-election matchup polls, expressing a belief that if he were to overcome Clinton's superdelegate advantage, he would be the safer bet in November. As Clinton continued to distance herself from Sanders in the delegate count, her allies in the Senate pivoted from telling their colleague to wind down operations in March to mo",,
article_01,unmatched_prediction,,testimony,,,3700,3704,0,,And,"iles down the road and faced with a crush of reporters. The senator said he spoke ""briefly to Secretary Clinton"" on Tuesday night, congratulating her ""on her very strong campaign."" And he said he will soon be sitting down with the former secretary of state as she readies for an epic battle with Trump. ""I look forward to meeting with her in the near future to se",,
article_01,unmatched_prediction,,anecdote,,,4864,4871,0,,report,"in office by a president who is committed to building on the remarkable progress that our country has made over the last seven and a half years."" Dan Spinelli contributed to this report.",,
article_02,same_label_boundary_difference,testimony,testimony,984,1094,983,1094,110,"The recovery is gathering momentum,"" Paul Ashworth, chief U.S. economist at Capital Economics, wrote in a note","""The recovery is gathering momentum,"" Paul Ashworth, chief U.S. economist at Capital Economics, wrote in a note","pped to 7.7 percent from 7.9 percent in January, with 12 million people looking for work. That is the lowest unemployment rate since December 2008, when the rate was 7.3 percent. ""The recovery is gathering momentum,"" Paul Ashworth, chief U.S. economist at Capital Economics, wrote in a note. But U.S. non-farm payrolls are still 3 million jobs shy of their pre-recession highs, and the jobless rate is still too high to convince the Federal Reserve to stop pumping cash",,
article_02,same_label_boundary_difference,statistics,statistics,2273,2421,2396,2421,25,"Prices of safe-haven Treasury bonds slumped, on the other hand, driving 10-year Treasury note yields to 2.08 percent, their highest since April 2012",highest since April 2012,"lso rose, coming within points of its record. Economists, on average, expected 160,000 payroll jobs and a 7.9 percent unemployment rate in February, according to a Reuters survey. Prices of safe-haven Treasury bonds slumped, on the other hand, driving 10-year Treasury note yields to 2.08 percent, their highest since April 2012. Bond prices and yields move in the opposite direction. The report came with plenty of caveats. January job growth was revised down sharply, from 157,000 to 119,000 jobs. And the",,
article_02,same_label_boundary_difference,testimony,testimony,4299,4506,4301,4506,205,"If government employment had just held steady since the end of 2008, instead of cutting more than 700,000 jobs, the unemployment rate would be 7.2 percent today, noted the Wall Street Journal's Justin Lahart","government employment had just held steady since the end of 2008, instead of cutting more than 700,000 jobs, the unemployment rate would be 7.2 percent today, noted the Wall Street Journal's Justin Lahart","the economy. The Fed is getting no help from Washington, which in a panic about budget deficits has been slashing government spending and jobs, contributing to the weak recovery. If government employment had just held steady since the end of 2008, instead of cutting more than 700,000 jobs, the unemployment rate would be 7.2 percent today, noted the Wall Street Journal's Justin Lahart. The government sector cut 10,000 more jobs in February, and those numbers could get worse later this year as the effects of the harsh budget cuts of the sequester take effect.",,
article_02,same_label_boundary_difference,anecdote,anecdote,4509,4563,4554,4563,9,"The government sector cut 10,000 more jobs in February",February,"ust held steady since the end of 2008, instead of cutting more than 700,000 jobs, the unemployment rate would be 7.2 percent today, noted the Wall Street Journal's Justin Lahart. The government sector cut 10,000 more jobs in February, and those numbers could get worse later this year as the effects of the harsh budget cuts of the sequester take effect. Among the sectors adding the most jobs in February were c",,
article_02,same_label_boundary_difference,assumption,assumption,218,368,214,368,150,"the job market would be even better, and the unemployment rate even lower, had not the government spent most of the recovery cutting spending and jobs","But the job market would be even better, and the unemployment rate even lower, had not the government spent most of the recovery cutting spending and jobs","Washington, the U.S. economy managed one of the best months for job gains in the past year in February, driving the unemployment rate to its lowest level in more than four years. But the job market would be even better, and the unemployment rate even lower, had not the government spent most of the recovery cutting spending and jobs. And though Wall Street may cheer February's jobs report, the pain of government cutbacks looks to get worse as the year goes on. U.S. employers added 236,000 jobs to non-farm pa",,
article_02,same_label_boundary_difference,statistics,statistics,3656,3818,3646,3752,96,"employment is still 3 million jobs lower than before the start of the recession in December 2007, making this the slowest labor-market recovery since World War II",non-farm employment is still 3 million jobs lower than before the start of the recession in December 2007,"be enough to drive the unemployment rate slowly lower. Including February's jobs, the U.S. economy has added 5.7 million jobs since the labor market bottomed in February 2010, but non-farm employment is still 3 million jobs lower than before the start of the recession in December 2007, making this the slowest labor-market recovery since World War II. After peaking at 10 percent in October 2009, the unemployment rate has been grinding lower, but far too slowly. As a result, the Federal Reserve has kept short-term interest rat",,
article_02,overlapping_different_label,statistics,assumption,0,211,181,211,30,"Despite constant budget fights in Washington, the U.S. economy managed one of the best months for job gains in the past year in February, driving the unemployment rate to its lowest level in more than four years",level in more than four years,"Despite constant budget fights in Washington, the U.S. economy managed one of the best months for job gains in the past year in February, driving the unemployment rate to its lowest level in more than four years. But the job market would be even better, and the unemployment rate even lower, had not the government spent most of the recovery cutting spending and jobs. And though Wall Stree",,
article_02,overlapping_different_label,statistics,assumption,1101,1181,1097,1181,80,U.S. non-farm payrolls are still 3 million jobs shy of their pre-recession highs,But U.S. non-farm payrolls are still 3 million jobs shy of their pre-recession highs,"loyment rate since December 2008, when the rate was 7.3 percent. ""The recovery is gathering momentum,"" Paul Ashworth, chief U.S. economist at Capital Economics, wrote in a note. But U.S. non-farm payrolls are still 3 million jobs shy of their pre-recession highs, and the jobless rate is still too high to convince the Federal Reserve to stop pumping cash into the economy. (SCROLL DOWN FOR UPDATES AND ANALYSIS ON THE REPORT) Meanwhile, a",,
article_02,overlapping_different_label,statistics,testimony,1359,1671,1587,1671,84,"a higher payroll tax rate, the harsh budget cuts of the ""sequester"" and other effects of Washington's endless budget wars could carve 1.5 percent from economic growth this year and cut at least 700,000 jobs in the next two years, according to recent studies by the private forecasting firm Macroeconomic Advisers",", according to recent studies by the private forecasting firm Macroeconomic Advisers","hs, and the jobless rate is still too high to convince the Federal Reserve to stop pumping cash into the economy. (SCROLL DOWN FOR UPDATES AND ANALYSIS ON THE REPORT) Meanwhile, a higher payroll tax rate, the harsh budget cuts of the ""sequester"" and other effects of Washington's endless budget wars could carve 1.5 percent from economic growth this year and cut at least 700,000 jobs in the next two years, according to recent studies by the private forecasting firm Macroeconomic Advisers. ""There really is the potential for trouble ahead,"" Ian Shepherdson, chief economist at Pantheon Macroeconomic Advisors, wrote in a note. ""You can't take 1.5% of GDP out of the e",,
article_02,overlapping_different_label,statistics,anecdote,1943,2044,1978,2044,66,"U.S. stock prices rose, pushing the Dow Jones Industrial Average to a new record high of about 14,400","Dow Jones Industrial Average to a new record high of about 14,400","ntheon Macroeconomic Advisors, wrote in a note. ""You can't take 1.5% of GDP out of the economy and see no hit."" The report was significantly better than Wall Street expected, and U.S. stock prices rose, pushing the Dow Jones Industrial Average to a new record high of about 14,400. The broader Standard & Poor's 500-stock index also rose, coming within points of its record. Economists, on average, expected 160,000 payroll jobs and a 7.9 percent unemployment",,
article_02,overlapping_different_label,statistics,anecdote,2046,2137,2073,2137,64,"The broader Standard & Poor's 500-stock index also rose, coming within points of its record","'s 500-stock index also rose, coming within points of its record","no hit."" The report was significantly better than Wall Street expected, and U.S. stock prices rose, pushing the Dow Jones Industrial Average to a new record high of about 14,400. The broader Standard & Poor's 500-stock index also rose, coming within points of its record. Economists, on average, expected 160,000 payroll jobs and a 7.9 percent unemployment rate in February, according to a Reuters survey. Prices of safe-haven Treasury bonds slumped,",,
article_02,overlapping_different_label,statistics,anecdote,2598,2688,2680,2688,8,"the unemployment rate fell in large part because the labor force shrank by 130,000 workers",workers,"012. Bond prices and yields move in the opposite direction. The report came with plenty of caveats. January job growth was revised down sharply, from 157,000 to 119,000 jobs. And the unemployment rate fell in large part because the labor force shrank by 130,000 workers. Labor-force participation has never recovered from the recession, suggesting either that large numbers of workers have retired early -- or have simply given up trying to find job",,
article_02,overlapping_different_label,anecdote,assumption,2690,2754,2689,2754,64,Labor-force participation has never recovered from the recession,Labor-force participation has never recovered from the recession,"caveats. January job growth was revised down sharply, from 157,000 to 119,000 jobs. And the unemployment rate fell in large part because the labor force shrank by 130,000 workers. Labor-force participation has never recovered from the recession, suggesting either that large numbers of workers have retired early -- or have simply given up trying to find jobs. Frustratingly, long-term unemployment rose, notes the Huffingto",,
article_02,overlapping_different_label,statistics,assumption,3821,3931,3821,3931,110,"After peaking at 10 percent in October 2009, the unemployment rate has been grinding lower, but far too slowly","After peaking at 10 percent in October 2009, the unemployment rate has been grinding lower, but far too slowly",", but non-farm employment is still 3 million jobs lower than before the start of the recession in December 2007, making this the slowest labor-market recovery since World War II. After peaking at 10 percent in October 2009, the unemployment rate has been grinding lower, but far too slowly. As a result, the Federal Reserve has kept short-term interest rates near zero for more than four years and has launched a series of unprecedented bond-buying programs to further",,
article_02,overlapping_different_label,anecdote,assumption,3946,4130,3932,4130,184,the Federal Reserve has kept short-term interest rates near zero for more than four years and has launched a series of unprecedented bond-buying programs to further bolster the economy,"As a result, the Federal Reserve has kept short-term interest rates near zero for more than four years and has launched a series of unprecedented bond-buying programs to further bolster the economy",", making this the slowest labor-market recovery since World War II. After peaking at 10 percent in October 2009, the unemployment rate has been grinding lower, but far too slowly. As a result, the Federal Reserve has kept short-term interest rates near zero for more than four years and has launched a series of unprecedented bond-buying programs to further bolster the economy. The Fed is getting no help from Washington, which in a panic about budget deficits has been slashing government spending and jobs, contributing to the weak recovery. If governme",,
article_02,overlapping_different_label,statistics,assumption,4873,4963,4872,4963,90,"Temporary services payrolls grew by 16,000, possibly a leading indicator for future hiring","Temporary services payrolls grew by 16,000, possibly a leading indicator for future hiring","the sectors adding the most jobs in February were construction, which hired 48,000 people; health care, which added 32,000 people; and the retail sector, which added nearly 24,000. Temporary services payrolls grew by 16,000, possibly a leading indicator for future hiring. The motion-picture industry added 20,800 jobs. This post has been updated with details throughout.",,
article_02,unmatched_prediction,,assumption,,,373,380,0,,though,"re than four years. But the job market would be even better, and the unemployment rate even lower, had not the government spent most of the recovery cutting spending and jobs. And though Wall Street may cheer February's jobs report, the pain of government cutbacks looks to get worse as the year goes on. U.S. employers added 236,000 jobs to non-farm payrolls in Fe",,
article_02,unmatched_prediction,,anecdote,,,1942,1965,0,,U.S. stock prices rose,"antheon Macroeconomic Advisors, wrote in a note. ""You can't take 1.5% of GDP out of the economy and see no hit."" The report was significantly better than Wall Street expected, and U.S. stock prices rose, pushing the Dow Jones Industrial Average to a new record high of about 14,400. The broader Standard & Poor's 500-stock index also rose, coming within points of its record. Econom",,
article_02,unmatched_prediction,,anecdote,,,2324,2335,0,,other hand,"mists, on average, expected 160,000 payroll jobs and a 7.9 percent unemployment rate in February, according to a Reuters survey. Prices of safe-haven Treasury bonds slumped, on the other hand, driving 10-year Treasury note yields to 2.08 percent, their highest since April 2012. Bond prices and yields move in the opposite direction. The report came with plenty of cavea",,
article_02,unmatched_prediction,,assumption,,,3753,3818,0,,making this the slowest labor-market recovery since World War II,"ed 5.7 million jobs since the labor market bottomed in February 2010, but non-farm employment is still 3 million jobs lower than before the start of the recession in December 2007, making this the slowest labor-market recovery since World War II. After peaking at 10 percent in October 2009, the unemployment rate has been grinding lower, but far too slowly. As a result, the Federal Reserve has kept short-term interest rat",,
article_02,unmatched_prediction,,other,,,5039,5044,0,,with,"early 24,000. Temporary services payrolls grew by 16,000, possibly a leading indicator for future hiring. The motion-picture industry added 20,800 jobs. This post has been updated with details throughout.",,
article_03,same_label_boundary_difference,testimony,testimony,5013,5102,5012,5103,89,"The staff would be receiving settlements in line with industry standards, the source said","The staff would be receiving settlements in line with industry standards, the source said.","of her team, who were ""most likely surprised,"" as the company had previously committed to staying in business for the foreseeable future, according to a source close to Ms. Trump. The staff would be receiving settlements in line with industry standards, the source said.",,
article_03,same_label_boundary_difference,assumption,assumption,1433,1639,1432,1514,81,"That move comes amid a growing trade war between America and its trading partners, which stems from Trump's decision to impose punitive tariffs on all imported aluminum and steel, including Canadian imports",That move comes amid a growing trade war between America and its trading partners,"arlier this month, Canadian retail giant Hudson's Bay, which also owns Saks Fifth Avenue and Lord & Taylor, said it would begin phasing out Ivanka Trump's goods, citing weak sales. That move comes amid a growing trade war between America and its trading partners, which stems from Trump's decision to impose punitive tariffs on all imported aluminum and steel, including Canadian imports. The Ivanka Trump company said it had been notified of the pullback in the fall of 2017. Ms. Trump started the brand in 2014 and sales soared during the 2016 presidential campaig",,
article_03,same_label_boundary_difference,testimony,testimony,1641,1727,1714,1727,13,The Ivanka Trump company said it had been notified of the pullback in the fall of 2017,fall of 2017,"ng trade war between America and its trading partners, which stems from Trump's decision to impose punitive tariffs on all imported aluminum and steel, including Canadian imports. The Ivanka Trump company said it had been notified of the pullback in the fall of 2017. Ms. Trump started the brand in 2014 and sales soared during the 2016 presidential campaign, in part thanks to her glamorous, high-profile appearances on the campaign trail. But",,
article_03,same_label_boundary_difference,assumption,assumption,1822,1901,1769,1901,79,"in part thanks to her glamorous, high-profile appearances on the campaign trail","sales soared during the 2016 presidential campaign, in part thanks to her glamorous, high-profile appearances on the campaign trail","ted aluminum and steel, including Canadian imports. The Ivanka Trump company said it had been notified of the pullback in the fall of 2017. Ms. Trump started the brand in 2014 and sales soared during the 2016 presidential campaign, in part thanks to her glamorous, high-profile appearances on the campaign trail. But in 2016 a grassroots anti-Trump social media campaign named #GrabYourWallet hit the Ivanka brands with calls for boycotts, crowdsourcing a database of businesses for activis",,
article_03,same_label_boundary_difference,anecdote,anecdote,3263,3365,3332,3365,33,Ms. Trump's business later launched a direct-to-consumer website that would bypass reluctant retailers,would bypass reluctant retailers,"to lash out at the company on Twitter. My daughter Ivanka has been treated so unfairly by @Nordstrom. She is a great person -- always pushing me to do the right thing! Terrible! Ms. Trump's business later launched a direct-to-consumer website that would bypass reluctant retailers. Though Ms. Trump made note of ""strong sales"" and a ""rapidly growing"" e-commerce business in her statement on Tuesday, the challenging optics had continued to mount. Critics unc",,
article_03,same_label_boundary_difference,assumption,assumption,4017,4048,3984,4048,31,those concerns were unavoidable,"because she is a public figure, those concerns were unavoidable","g allegations it was involved in stealing American trade secrets. Ms. Trump had put her company, IT Collection LLC, in a trust to help alleviate conflict-of-interest concerns. But because she is a public figure, those concerns were unavoidable. She wore items from her company's collection during appearances in her White House role, granting free advertising to her personal company from her public role, potentially runni",,
article_03,same_label_boundary_difference,anecdote,anecdote,4592,4723,4592,4727,131,"Ivanka Trump's jewelry company sent a 'style alert' to journalists, promoting the bracelet she wore alongside her dad on @60Minutes","Ivanka Trump's jewelry company sent a 'style alert' to journalists, promoting the bracelet she wore alongside her dad on @60Minutes pic","bracelet from her collection during an interview with CBS's ""60 Minutes"" and one of her vice presidents of sales sent a ""style alert"" to journalists encouraging them to share it. Ivanka Trump's jewelry company sent a 'style alert' to journalists, promoting the bracelet she wore alongside her dad on @60Minutes pic.twitter.com/KDcIReKbxN Ms. Trump shared the news with her staff at Trump Tower and visited with members of her team, who were ""most likely surprised,"" as the company had previous",,
article_03,same_label_segmentation_difference,testimony,testimony,4756,5011,4845,5011,163,"Trump shared the news with her staff at Trump Tower and visited with members of her team, who were ""most likely surprised,"" as the company had previously committed to staying in business for the foreseeable future, according to a source close to Ms. Trump","who were ""most likely surprised,"" || the company had previously committed to staying in business for the foreseeable future, according to a source close to Ms. Trump","m to share it. Ivanka Trump's jewelry company sent a 'style alert' to journalists, promoting the bracelet she wore alongside her dad on @60Minutes pic.twitter.com/KDcIReKbxN Ms. Trump shared the news with her staff at Trump Tower and visited with members of her team, who were ""most likely surprised,"" as the company had previously committed to staying in business for the foreseeable future, according to a source close to Ms. Trump. The staff would be receiving settlements in line with industry standards, the source said.",,
article_03,same_label_boundary_difference,anecdote,anecdote,1908,2119,1904,2119,211,"in 2016 a grassroots anti-Trump social media campaign named #GrabYourWallet hit the Ivanka brands with calls for boycotts, crowdsourcing a database of businesses for activists to contact and demand they end ties","But in 2016 a grassroots anti-Trump social media campaign named #GrabYourWallet hit the Ivanka brands with calls for boycotts, crowdsourcing a database of businesses for activists to contact and demand they end ties","017. Ms. Trump started the brand in 2014 and sales soared during the 2016 presidential campaign, in part thanks to her glamorous, high-profile appearances on the campaign trail. But in 2016 a grassroots anti-Trump social media campaign named #GrabYourWallet hit the Ivanka brands with calls for boycotts, crowdsourcing a database of businesses for activists to contact and demand they end ties. ""This is a resounding success,"" Shannon Coulter, the campaign's founder, told NBC News in an online message. ""We've seen increased momentum in the wake of the immigration crisi",,
article_03,overlapping_different_label,testimony,anecdote,0,151,47,151,104,"Ivanka Trump is shuttering her clothing line in order to focus on her role as senior adviser in her father's White House, the company announced Tuesday","order to focus on her role as senior adviser in her father's White House, the company announced Tuesday","Ivanka Trump is shuttering her clothing line in order to focus on her role as senior adviser in her father's White House, the company announced Tuesday. ""When we first started this brand, no one could have predicted the success that we would achieve,"" said Ms. Trump in a statement to NBC News. ""After 17 months in Washington, I d",,
article_03,overlapping_different_label,statistics,testimony,783,898,782,898,115,"According to a report, workers at one of the Chinese factories of Ivanka Trump's clothing line were paid $62 a week","According to a report, workers at one of the Chinese factories of Ivanka Trump's clothing line were paid $62 a week","siness, which was first reported by the The Wall Street Journal, will reduce its entanglements in President Donald Trump's ""America First"" agenda and protectionist trade practices. According to a report, workers at one of the Chinese factories of Ivanka Trump's clothing line were paid $62 a week. Her business employs 18 people. Last week, Ms. Trump heavily promoted a new White House push to get American businesses to hire American workers. When asked in an interview with",,
article_03,overlapping_different_label,anecdote,assumption,933,1045,933,1045,112,"Last week, Ms. Trump heavily promoted a new White House push to get American businesses to hire American workers","Last week, Ms. Trump heavily promoted a new White House push to get American businesses to hire American workers","rotectionist trade practices. According to a report, workers at one of the Chinese factories of Ivanka Trump's clothing line were paid $62 a week. Her business employs 18 people. Last week, Ms. Trump heavily promoted a new White House push to get American businesses to hire American workers. When asked in an interview with Gray Television whether she would ask the Trump Organization to sign the same pledge, Trump said it was ""a great idea"" but wanted to ""recuse"" hers",,
article_03,overlapping_different_label,testimony,anecdote,1251,1431,1251,1431,180,"Earlier this month, Canadian retail giant Hudson's Bay, which also owns Saks Fifth Avenue and Lord & Taylor, said it would begin phasing out Ivanka Trump's goods, citing weak sales","Earlier this month, Canadian retail giant Hudson's Bay, which also owns Saks Fifth Avenue and Lord & Taylor, said it would begin phasing out Ivanka Trump's goods, citing weak sales","ew with Gray Television whether she would ask the Trump Organization to sign the same pledge, Trump said it was ""a great idea"" but wanted to ""recuse"" herself from ""calling them."" Earlier this month, Canadian retail giant Hudson's Bay, which also owns Saks Fifth Avenue and Lord & Taylor, said it would begin phasing out Ivanka Trump's goods, citing weak sales. That move comes amid a growing trade war between America and its trading partners, which stems from Trump's decision to impose punitive tariffs on all imported aluminum and steel",,
article_03,overlapping_different_label,anecdote,assumption,2598,2769,2594,2769,171,"in 2017 as anti-Trump backlash began to grow over connection to her father's divisive and controversial policies, retailers began distancing themselves from the Trump line","But in 2017 as anti-Trump backlash began to grow over connection to her father's divisive and controversial policies, retailers began distancing themselves from the Trump line","tal marketing strategist in San Francisco, California. ""I believe Ivanka is closing her company in order to avoid the further embarrassment of major retailers dropping her line."" But in 2017 as anti-Trump backlash began to grow over connection to her father's divisive and controversial policies, retailers began distancing themselves from the Trump line. They took down in-store promotional signage and relegated Ivanka's lines to their back racks, or continued to sell in store while removing the products from their website. Citi",,
